czb_id,sampleid,sample_type,Ast,roost_site,latitude_s,longitude_e,collection_date,species,bat_sex,unique_tag_id,recap,bat_age_class,young_of_year
RR034B_166_fecRa,KEL238,feces,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,female,989,no,NL,no
RR034B_167_fecRa,KEL239,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,female,1606,no,A,no
RR034B_168_fecRa,KEL240,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,female,1602,NA,A,no
RR034B_169_fecRa,KEL241,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,female,957,yes,NL,no
RR034B_171_fecRa,KEL243,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,964_1609,yes,A,no
RR034B_172_fecRa,KEL244,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,female,1621,no,NL,no
RR034B_173_fecRa,KEL245,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,1607,yes,A,no
RR034B_174_fecRa,KEL246,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,1604_1,no,A,no
RR034B_175_fecRa,KEL247,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,female,1622,no,NL,no
RR034B_176_fecRa,KEL248,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,9.56E+14,yes,A,no
RR034B_177_fecRa,KEL249,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,1614_1,NA,A,no
RR034B_178_fecRa,KEL250,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,1616,yes,A,no
RR034B_179_fecRa,KEL251,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,female,1610_1,no,NL,no
RR034B_180_fecRa,KEL252,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,354,yes,A,no
RR034B_181_fecRa,KEL253,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,,no,A,no
RR034B_182_fecRa,KEL254,feces,0,AngavoKely,-18.9327,47.7578,1/6/19,Eidolon dupreanum,male,,no,A,no
RR034B_183_fecRa,KEL266,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,female,1611,no,NL,no
RR034B_184_fecRa,KEL267,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,347,yes,A,no
RR034B_185_fecRa,KEL268,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,9.56E+14,yes,A,no
RR034B_186_fecRa,KEL269,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,332,yes,A,no
RR034B_187_fecRa,KEL270,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,female,1605,no,NL,no
RR034B_188_fecRa,KEL271,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,female,,no,NL,no
RR034B_191_fecRa,KEL274,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,female,1603,no,NL,no
RR034B_192_fecRa,KEL275,feces,0,AngavoKely,-18.9327,47.7578,1/7/19,Eidolon dupreanum,male,9.56E+14,yes,A,no
RR034B_193_fecRa,MIZ135,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M1,no,J,yes
RR034B_194_fecRa,MIZ136,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M2,no,L,no
RR034B_195_fecRa,MIZ137,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,NA,no,J,no
RR034B_196_fecRa,MIZ138,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M3,yes,NL,no
RR034B_197_fecRa,MIZ140,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M5,no,L,no
RR034B_199_fecRa,MIZ142,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,male,M7,no,A,no
RR034B_200_fecRa,MIZ143,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M8,no,NL,no
RR034B_201_fecRa,MIZ145,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M10,no,L,no
RR034B_202_fecRa,MIZ146,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,male,M11,no,A,no
RR034B_203_fecRa,MIZ147,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M12,no,NL,no
RR034B_204_fecRa,MIZ148,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,male,M13,no,A,no
RR034B_205_fecRa,MIZ149,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M14,no,NL,no
RR034B_206_fecRa,MIZ150,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M15,no,NL,no
RR034B_207_fecRa,MIZ151,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,male,M16,no,A,no
RR034B_208_fecRa,MIZ152,feces,0,Maromizaha,-18.9623,48.4525,2/18/18,Rousettus madagascariensis,female,M17,no,NL,no
RR034B_209_fecRa,MIZ153,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,male,M18,no,J,yes
RR034B_210_fecRa,MIZ154,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,NA,no,L,no
RR034B_211_fecRa,MIZ155,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,M19,no,L,no
RR034B_212_fecRa,MIZ156,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,M20,no,J,yes
RR034B_213_fecRa,MIZ158,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,M22,no,J,yes
RR034B_214_fecRa,MIZ159,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,M23,no,L,no
RR034B_215_fecRa,MIZ160,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,M24,no,J,yes
RR034B_216_fecRa,MIZ161,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,M26,no,NL,no
RR034B_217_fecRa,MIZ162,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,M25,no,NL,no
RR034B_218_fecRa,MIZ163,feces,0,Maromizaha,-18.9623,48.4525,2/19/18,Rousettus madagascariensis,female,NA,no,NL,no
RR034B_220_fecRa,MIZ165,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,female,,no,NL,no
RR034B_221_fecRa,MIZ167,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,female,M3,yes,NL,no
RR034B_223_fecRa,MIZ169,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,male,,no,A,no
RR034B_224_fecRa,MIZ170,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,male,,no,A,no
RR034B_225_fecRa,MIZ171,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,male,,no,A,no
RR034B_226_fecRa,MIZ172,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,male,,no,A,no
RR034B_227_fecRa,MIZ173,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,female,,no,NL,no
RR034B_228_fecRa,MIZ174,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,male,,no,A,no
RR034B_229_fecRa,MIZ175,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,female,,no,NL,no
RR034B_230_fecRa,MIZ176,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,male,,no,J,yes
RR034B_231_fecRa,MIZ177,feces,0,Maromizaha,-18.9623,48.4525,4/13/18,Rousettus madagascariensis,female,,no,NL,no
RR034B_232_fecRa,MIZ178,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_233_fecRa,MIZ179,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_234_fecRa,MIZ180,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_235_fecRa,MIZ181,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_235_fecRb,MIZ181,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_236_fecRa,MIZ183,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_237_fecRa,MIZ184,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,female,,no,NL,no
RR034B_238_fecRa,MIZ185,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_239_fecRa,MIZ186,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_239_fecRa,MIZ186,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_239_fecRb,MIZ186,feces,0,Maromizaha,-18.9623,48.4525,4/14/18,Rousettus madagascariensis,male,,no,A,no
RR034B_242_fecRa,MIZ188,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M30,no,A,no
RR034B_243_fecRa,MIZ189,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M31,no,NL,no
RR034B_244_fecRa,MIZ190,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M32,no,A,no
RR034B_246_fecRa,MIZ192,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M34,no,NL,no
RR034B_247_fecRa,MIZ193,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M35,no,J,yes
RR034B_248_fecRa,MIZ194,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M36,no,NL,no
RR034B_249_fecRa,MIZ195,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M37,no,NL,no
RR034B_250_fecRa,MIZ196,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M38,no,A,no
RR034B_251_fecRa,MIZ197,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M39,no,NL,no
RR034B_252_fecRa,MIZ198,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M40,no,A,no
RR034B_253_fecRa,MIZ199,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M41,no,NL,no
RR034B_254_fecRa,MIZ200,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M42,no,A,no
RR034B_255_fecRa,MIZ201,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M43,no,NL,no
RR034B_256_fecRa,MIZ202,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M44,no,NL,no
RR034B_257_fecRa,MIZ203,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M45,no,NL,no
RR034B_258_fecRa,MIZ204,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M46,no,A,no
RR034B_259_fecRa,MIZ205,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M47,no,A,no
RR034B_260_fecRa,MIZ206,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M48,no,A,no
RR034B_261_fecRa,MIZ207,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M49,no,NL,no
RR034B_262_fecRa,MIZ208,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M50,no,A,no
RR034B_263_fecRa,MIZ209,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M51,no,A,no
RR034B_264_fecRa,MIZ210,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M52,no,A,no
RR034B_265_fecRa,MIZ211,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M53,no,A,no
RR034B_266_fecRa,MIZ212,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,female,M54,no,NL,no
RR034B_267_fecRa,MIZ213,feces,0,Maromizaha,-18.9623,48.4525,7/29/18,Rousettus madagascariensis,male,M56,no,A,no
RR034B_268_fecRa,MIZ214,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M57,no,A,no
RR034B_269_fecRa,MIZ215,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M58,no,A,no
RR034B_270_fecRa,MIZ218,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M61,no,A,no
RR034B_271_fecRa,MIZ219,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M62,no,A,no
RR034B_272_fecRa,MIZ220,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M63,no,A,no
RR034B_273_fecRa,MIZ221,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M64,no,A,no
RR034B_274_fecRa,MIZ222,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M65,no,NL,no
RR034B_275_fecRa,MIZ223,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M66,no,NL,no
RR034B_276_fecRa,MIZ226,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M69,no,A,no
RR034B_277_fecRa,MIZ227,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M70,no,P,no
RR034B_278_fecRa,MIZ228,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M71,no,P,no
RR034B_279_fecRa,MIZ229,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M72,no,NL,no
RR034B_280_fecRa,MIZ230,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M73,no,A,no
RR034B_281_fecRa,MIZ231,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M74,no,J,yes
RR034B_282_fecRa,MIZ232,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M75,no,J,yes
RR034B_283_fecRa,MIZ233,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M76,no,J,yes
RR034B_284_fecRa,MIZ234,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M77,no,J,yes
RR034B_285_fecRa,MIZ235,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M78,no,A,no
RR034B_286_fecRa,MIZ238,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,female,M81,no,NL,no
RR034B_287_fecRa,MIZ239,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M82,no,A,no
RR034B_288_fecRa,MIZ240,feces,0,Maromizaha,-18.9623,48.4525,9/11/18,Rousettus madagascariensis,male,M83,no,A,no
RR034B_289_fecRa,MIZ242,feces,0,Maromizaha,-18.9623,48.4525,9/12/18,Rousettus madagascariensis,male,M85,no,A,no
RR034B_290_fecRa,MIZ243,feces,0,Maromizaha,-18.9623,48.4525,9/12/18,Rousettus madagascariensis,male,M86,no,J,yes
RR034B_291_fecRa,MLB001,feces,0,Mahialambo,-18.1102,48.2098,12/13/18,Pteropus rufus,female,1366,no,L,no
RR034B_292_fecRa,MLB002,feces,0,Mahialambo,-18.1102,48.2098,12/13/18,Pteropus rufus,male,,no,J,yes
RR034B_293_fecRa,MLB003,feces,0,Mahialambo,-18.1102,48.2098,12/14/18,Pteropus rufus,male,,no,J,yes
RR034B_294_fecRa,MLB004,feces,0,Mahialambo,-18.1102,48.2098,12/16/18,Pteropus rufus,female,1367,no,NL,no
RR034B_295_fecRa,MLB005,feces,0,Mahialambo,-18.1102,48.2098,12/17/18,Pteropus rufus,male,1368,no,A,no
RR034B_296_fecRa,MLB006,feces,0,Mahialambo,-18.1102,48.2098,12/18/18,Pteropus rufus,female,1371,no,L,no
RR034B_297_fecRa,MLB007,feces,0,Mahialambo,-18.1102,48.2098,12/18/18,Pteropus rufus,female,,no,J,yes
RR034B_163_fecRa,KEL233,feces,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,984,no,A,no
RR034B_165_fecRa,KEL236,feces,0,AngavoKely,-18.9327,47.7578,7/27/18,Eidolon dupreanum,male,987,no,J,yes
RR034B_303_uaRa,AMB106,urine,0,Ambakoana,-18.513,48.1665,1/19/16,Pteropus rufus,male,1320,NA,A,
RR034B_304_uaRa,AMB116,urine,0,Ambakoana,-18.513,48.1665,1/21/16,Pteropus rufus,male,1328,NA,A,
RR034B_305_uaRa,AMB122,urine,0,Ambakoana,-18.513,48.1665,2/23/18,Pteropus rufus,male,442,no,A,
RR034B_306_uaRa,AMB141,urine,0,Ambakoana,-18.513,48.1665,4/16/18,Pteropus rufus,male,1350,no,A,
RR034B_307_uaRa,AMB15,urine,0,Ambakoana,-18.513,48.1665,11/18/13,Pteropus rufus,male,,NA,J,
RR034B_504_uaRa,AMB159,urine,0,Ambakoana,-18.513,48.1665,1/6/19,Pteropus rufus,female,1375,no,A,
RR034B_308_uaRa,AMB160,urine,0,Ambakoana,-18.513,48.1665,1/7/19,Pteropus rufus,female,1376,no,A,
RR034B_309_uaRa,AMB162,urine,0,Ambakoana,-18.513,48.1665,2/14/19,Pteropus rufus,male,1358,no,A,
RR034B_310_uaRa,AMB165,urine,0,Ambakoana,-18.513,48.1665,3/22/19,Pteropus rufus,male,1380,no,A,
RR034B_311_uaRa,AMB170,urine,0,Ambakoana,-18.513,48.1665,3/27/19,Pteropus rufus,male,1385,no,J,
RR034B_312_uaRa,AMB171,urine,0,Ambakoana,-18.513,48.1665,3/28/19,Pteropus rufus,male,1386,no,A,
RR034B_313_uaRa,AMB172,urine,0,Ambakoana,-18.513,48.1665,3/31/19,Pteropus rufus,male,1387,no,A,
RR034B_314_uaRa,AMB173,urine,0,Ambakoana,-18.513,48.1665,3/31/19,Pteropus rufus,female,1389,no,NL,
RR034B_315_uaRa,AMB174,urine,0,Ambakoana,-18.513,48.1665,3/31/19,Pteropus rufus,male,1388,no,A,
RR034B_316_uaRa,AMB61,urine,0,Ambakoana,-18.513,48.1665,12/9/14,Pteropus rufus,male,469,NA,A,
RR034B_317_uaRa,AMB76,urine,0,Ambakoana,-18.513,48.1665,3/22/15,Pteropus rufus,male,480,NA,A,
RR034B_318_uaRa,AMB8,urine,0,Ambakoana,-18.513,48.1665,11/16/13,Pteropus rufus,female,308,NA,NL,
RR034B_319_uaRa,AMB80,urine,0,Ambakoana,-18.513,48.1665,5/11/15,Pteropus rufus,male,483,NA,A,
RR034B_323_uaRa,ANGB135,urine,0,AngavoBe,-18.944,47.9491,4/9/18,Eidolon dupreanum,female,1063,no,NL,
RR034B_324_uaRa,ANGB137,urine,0,AngavoBe,-18.944,47.9491,4/9/18,Eidolon dupreanum,female,1061,no,NL,
RR034B_325_uaRa,ANGB138,urine,0,AngavoBe,-18.944,47.9491,4/9/18,Eidolon dupreanum,female,1060,no,NL,
RR034B_326_uaRa,ANGB141,urine,0,AngavoBe,-18.944,47.9491,4/9/18,Eidolon dupreanum,female,1057,no,NL,
RR034B_327_uaRa,ANGB142,urine,0,AngavoBe,-18.944,47.9491,4/9/18,Eidolon dupreanum,male,1056,no,A,
RR034B_328_uaRa,ANGB155,urine,0,AngavoBe,-18.944,47.9491,7/27/18,Eidolon dupreanum,female,963,no,NL,
RR034B_329_uaRa,ANGB158,urine,0,AngavoBe,-18.944,47.9491,9/9/18,Eidolon dupreanum,female,1023,no,P,
RR034B_330_uaRa,ANGB161,urine,0,AngavoBe,-18.944,47.9491,9/9/18,Eidolon dupreanum,male,1020,yes,A,
RR034B_331_uaRa,KEL140,urine,0,AngavoKely,-18.9327,47.7578,1/10/16,Eidolon dupreanum,male,944,NA,A,
RR034B_332_uaRa,KEL141,urine,0,AngavoKely,-18.9327,47.7578,1/10/16,Eidolon dupreanum,female,945,NA,NL,
RR034B_333_uaRa,KEL149,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1094,no,NL,
RR034B_334_uaRa,KEL153,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1089,no,NL,
RR034B_335_uaRa,KEL154,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1088,no,NL,
RR034B_336_uaRa,KEL156,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,male,1086_969,yes,A,
RR034B_337_uaRa,KEL157,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,female,1085,no,NL,
RR034B_505_uaRa,KEL159,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,male,1083,no,J,
RR034B_338_uaRa,KEL161,urine,0,AngavoKely,-18.9327,47.7578,2/15/18,Eidolon dupreanum,male,1081,no,A,
